Time,Start,Highest,Lowest,End,SMA5,SMA10,SMA20,WI6,WI12,WI20,"K(9,3)","D(9,3)",RSI 6,RSI 12,Trading volumn,MA5,MA10,Foreign investor,Net buy/sell,DIF12-26,MACD9,OSC
2017/12/15,10517.21,10520.66,10436.11,10491.44,10483.3,10478.28,10604.51,-35.68%,-50.85%,-69.87%,46.14%,36.50%,46.25%,43.16%,1266.73,1142.2,1278.26,5146.22 ,-42.8,-66.65,-56.17,-10.48
2017/12/18,10478.74,10526.41,10472.39,10506.52,10489.99,10463.82,10596.61,-41.90%,-46.45%,-67.18%,54.81%,42.60%,48.99%,44.54%,960.46,1098.46,1244.45,5144.96 ,-1.26,-63.06,-57.54,-5.52
2017/12/19,10508.33,10544,10452.08,10467.34,10494.8,10453.87,10581.01,-65.02%,-57.81%,-74.18%,55.45%,46.89%,42.28%,41.68%,1126.83,1105.99,1210.51,5091.73 ,-53.23,-61.15,-58.26,-2.88
2017/12/20,10470.36,10514.31,10470.36,10504.52,10501.57,10464.93,10565.11,-51.63%,-41.92%,-67.02%,60.22%,51.33%,50.07%,45.32%,1038.72,1105.87,1153.06,5090.99 ,-0.74,-57.7,-58.15,0.45
2017/12/21,10526.97,10545.78,10488.97,10488.97,10491.76,10478.25,10546.83,-62.62%,-34.76%,-69.84%,56.06%,52.91%,46.89%,44.06%,992.22,1076.99,1113.74,5066.40 ,-24.58,-53.96,-57.31,3.36
2017/12/22,10503.1,10537.27,10486.52,10537.27,10500.92,10492.11,10530.99,-7.76%,-15.80%,-59.77%,62.79%,56.20%,57.05%,48.87%,919.94,1007.64,1074.92,5078.74 ,12.33,-48.7,-55.59,6.89
2017/12/25,10546.64,10556.65,10514.54,10522.49,10504.12,10497.05,10519.57,-32.67%,-22.81%,-54.62%,62.22%,58.21%,53.30%,47.50%,816.17,978.78,1038.62,5085.35 ,6.62,-43.68,-53.21,9.53
2017/12/26,10526.14,10528.92,10408.12,10421.91,10495.03,10494.92,10505.31,-90.72%,-91.83%,-77.47%,44.19%,53.53%,34.71%,39.36%,975.63,948.54,1027.26,5060.16 ,-25.19,-45.93,-51.75,5.82
2017/12/27,10419.81,10497.77,10419.81,10486.67,10491.46,10496.51,10493.96,-47.12%,-53.61%,-52.24%,47.09%,51.39%,48.57%,45.88%,925.98,925.99,1015.93,5085.92 ,25.76,-44.98,-50.4,5.42
2017/12/28,10513.29,10592.04,10513.29,10567.64,10507.2,10499.48,10494.32,-13.27%,-13.27%,-28.64%,60.30%,54.36%,61.00%,52.80%,1103.44,948.23,1012.61,5150.95 ,65.02,-36.74,-47.67,10.92
2017/12/29,10590.95,10659.98,10590.95,10642.86,10528.31,10514.62,10496.45,-6.80%,-6.80%,-6.59%,71.27%,60.00%,69.27%,58.21%,1099.38,984.12,995.88,5216.55 ,65.61,-23.97,-42.93,18.96
2018/1/2,10664.82,10710.73,10650.77,10710.73,10565.96,10535.04,10499.43,0.00%,0.00%,0.00%,80.85%,66.95%,75.01%,62.45%,1044.86,1029.86,1004.32,5303.03 ,86.48,-8.77,-36.1,27.32
2018/1/3,10759.61,10813.16,10759.61,10801.57,10641.89,10568.46,10511.17,-2.86%,-2.86%,-2.36%,86.28%,73.39%,80.78%,67.29%,1417.24,1118.18,1033.36,5340.29 ,37.26,11.07,-26.66,37.73
2018/1/4,10834.58,10853.46,10794.25,10848.63,10714.29,10602.87,10533.9,-1.11%,-1.08%,-0.91%,90.49%,79.09%,83.19%,69.51%,1436.87,1220.36,1073.17,5395.03 ,54.74,29.86,-15.36,45.22
2018/1/5,10856.92,10879.8,10815.68,10879.8,10776.72,10641.96,10560.1,0.00%,0.00%,0.00%,93.66%,83.95%,84.72%,70.94%,1440.05,1287.68,1117.96,5429.84 ,34.8,46.43,-3,49.43
2018/1/8,10899.09,10918.47,10869.12,10915.75,10831.3,10679.81,10585.96,-0.83%,-0.53%,-0.53%,95.60%,87.83%,86.42%,72.56%,1393.02,1346.41,1165.26,5479.93 ,50.1,62.16,10.03,52.13
2018/1/9,10922.35,10931,10860.77,10914.89,10872.13,10719.05,10608.05,-5.75%,-3.08%,-3.08%,96.01%,90.56%,86.14%,72.45%,1332.11,1403.86,1216.86,5468.72 ,-11.21,73.83,22.79,51.04
2018/1/10,10915.32,10934.75,10819.25,10831.09,10878.03,10759.96,10627.44,-59.19%,-19.68%,-19.68%,89.14%,90.09%,62.74%,62.78%,1391.88,1398.79,1258.48,5436.51 ,-32.21,78.03,33.84,44.19
2018/1/11,10824.54,10844.08,10770.1,10810.06,10870.32,10792.3,10644.41,-75.73%,-23.68%,-23.68%,80.67%,86.95%,57.99%,60.57%,1246.57,1360.73,1290.54,5420.38 ,-16.13,76.8,42.43,34.37
2018/1/12,10818.24,10899.98,10818.24,10883.96,10871.15,10823.93,10661.71,-30.85%,-9.86%,-9.64%,81.15%,85.02%,68.15%,65.26%,1280.02,1328.72,1308.2,5418.57 ,-1.81,79.99,49.94,30.05
2018/1/15,10932.37,10962.55,10911.89,10956.31,10879.26,10855.28,10684.95,-3.24%,-1.39%,-1.13%,86.41%,85.48%,75.20%,69.18%,1270.32,1304.18,1325.29,5442.83 ,24.26,87.58,57.47,30.11
2018/1/16,10955.81,10986.11,10920.5,10986.11,10893.51,10882.82,10708.93,0.00%,0.00%,0.00%,90.94%,87.30%,77.64%,70.67%,1329.85,1303.73,1353.79,5479.63 ,36.8,94.36,64.85,29.51
2018/1/17,10976.13,11030.22,10942.95,11004.8,10928.25,10903.14,10735.8,-9.77%,-6.70%,-4.09%,90.70%,88.44%,79.19%,71.61%,1486,1322.55,1360.67,5590.40 ,110.76,100.66,72.01,28.65
2018/1/18,11048.06,11122.82,11048.06,11071.57,10980.55,10925.43,10764.15,-14.53%,-14.11%,-7.17%,88.96%,88.61%,83.94%,74.75%,1520.81,1377.4,1369.06,5677.12 ,86.73,111.06,79.82,31.24
2018/1/19,11123.58,11150.85,11095.85,11150.85,11033.93,10952.54,10797.25,0.00%,0.00%,0.00%,92.64%,89.95%,87.88%,77.92%,1370.5,1395.5,1362.11,5763.30 ,86.17,122.62,88.38,34.24
2018/1/22,11169.79,11231.46,11142.38,11231.46,11088.96,10984.11,10831.96,0.00%,0.00%,0.00%,95.09%,91.67%,90.68%,80.61%,1505.8,1442.59,1373.39,5788.85 ,25.55,136.03,97.91,38.12
2018/1/23,11243.49,11270.18,11201.52,11253.11,11142.36,11017.93,10868.49,-4.88%,-3.41%,-1.98%,95.59%,92.97%,91.32%,81.28%,1649.31,1506.48,1405.11,5840.47 ,51.63,147.8,107.89,39.91
2018/1/24,11228.71,11228.71,11107.32,11152.16,11171.83,11050.04,10905,-36.07%,-23.60%,-13.88%,88.36%,91.43%,65.84%,69.13%,1480.84,1505.45,1414,5875.71 ,35.23,148.6,116.03,32.57
2018/1/25,11154.36,11268.61,11131.85,11165.95,11190.71,11085.63,10938.97,-46.93%,-20.84%,-13.77%,82.54%,88.47%,67.34%,69.81%,1637.81,1528.85,1453.13,5933.85 ,58.14,149.37,122.7,26.68
2018/1/26,11152.53,11178.3,11089.48,11147.1,11189.96,11111.94,10967.94,-68.11%,-24.61%,-18.12%,76.63%,84.52%,62.83%,67.61%,1388.15,1532.38,1463.94,5955.21 ,21.36,144.88,127.13,17.74
2018/1/29,11202.27,11246.18,11161.83,11221.81,11188.03,11138.49,10996.89,-26.77%,-10.70%,-7.81%,79.49%,82.85%,71.80%,71.49%,1323.66,1495.95,1469.27,5975.33 ,20.13,145.48,130.8,14.68
2018/1/30,11189.57,11189.57,11076.78,11076.78,11152.76,11147.56,11015.19,-100.00%,-53.98%,-37.88%,57.30%,74.33%,45.95%,57.02%,1392.1,1444.51,1475.5,5948.87 ,-26.46,135.69,131.78,3.91
2018/1/31,11054.36,11158.29,11007.89,11103.79,11143.09,11157.46,11030.3,-63.22%,-47.58%,-33.27%,50.39%,66.35%,49.98%,58.72%,1357.76,1419.9,1462.67,5973.96 ,25.09,125.55,130.53,-4.99
2018/2/1,11139.4,11212.1,11139.4,11160.25,11141.95,11166.33,11045.88,-41.56%,-33.59%,-21.98%,52.96%,61.89%,57.85%,62.13%,1228.34,1338,1433.43,5987.74 ,13.78,122.12,128.85,-6.73
2018/2/2,11151.65,11153.32,11070.43,11126.23,11137.77,11163.86,11058.2,-50.34%,-54.88%,-28.79%,50.34%,58.04%,51.94%,58.93%,1210.23,1302.42,1417.4,5983.34 ,-4.4,114.14,125.91,-11.77
2018/2/5,10970.3,10970.3,10855.43,10946.25,11082.66,11135.34,11059.73,-76.76%,-78.10%,-64.78%,40.89%,52.32%,31.50%,45.43%,1301.64,1298.01,1396.98,5899.90 ,-83.44,91.47,119.02,-27.55
2018/2/6,10761.01,10761.01,10300.4,10404,10948.1,11050.43,11034.18,-88.64%,-89.32%,-89.32%,30.83%,45.16%,13.00%,25.91%,2424.97,1504.59,1474.55,5586.54 ,-313.36,35.79,102.37,-66.58
2018/2/7,10547.64,10697.82,10547.64,10551.54,10837.65,10990.37,11020.2,-72.45%,-74.10%,-74.10%,29.40%,39.91%,27.00%,34.29%,1757.37,1584.51,1502.2,5420.13 ,-166.41,1.32,82.16,-80.85
2018/2/8,10559.44,10609.5,10512.93,10528.52,10711.31,10926.63,11006.13,-74.98%,-76.44%,-76.48%,27.64%,35.82%,26.21%,33.64%,1217.54,1582.35,1460.18,5335.83 ,-84.3,-29.08,59.91,-88.99
2018/2/9,10371.01,10392.31,10189.04,10371.75,10560.41,10849.09,10980.52,-81.05%,-83.08%,-83.10%,24.38%,32.01%,21.16%,29.50%,1519.91,1644.29,1473.35,5148.04 ,-187.79,-69.6,34.01,-103.62
2018/2/12,10429.09,10473.51,10416.01,10421.09,10455.38,10769.02,10953.76,-70.30%,-78.05%,-78.54%,23.81%,29.27%,26.51%,32.36%,1104.15,1604.79,1451.4,4954.27 ,-193.77,-92.45,8.72,-101.17
2018/2/21,10559.79,10720.48,10559.79,10714.44,10517.47,10732.79,10940.17,-8.14%,-50.30%,-51.40%,32.99%,30.51%,50.49%,46.44%,1550.38,1429.87,1467.23,5046.41 ,92.14,-89.8,-10.98,-78.82
2018/2/22,10698.47,10698.47,10620.8,10662.38,10539.64,10688.65,10923.05,-10.93%,-53.73%,-56.22%,38.36%,33.13%,47.21%,44.64%,1282.08,1334.81,1459.66,4977.58 ,-68.83,-88,-26.39,-61.61
2018/2/23,10688.97,10799.29,10688.97,10794.55,10592.84,10652.08,10909.2,-0.78%,-40.81%,-43.99%,51.41%,39.22%,55.93%,50.01%,1278.71,1347.05,1464.7,4998.82 ,21.24,-76.95,-36.5,-40.45
2018/2/26,10827.98,10890.69,10827.98,10836.7,10685.83,10623.12,10893.49,-7.69%,-36.69%,-40.09%,65.04%,47.83%,58.56%,51.64%,1222.53,1287.57,1465.93,5001.47 ,2.65,-61.13,-41.43,-19.71
2018/2/27,10896.16,10937.9,10815.47,10815.47,10764.71,10610.04,10872.69,-23.46%,-35.04%,-42.06%,71.24%,55.63%,56.52%,50.73%,1397.4,1346.22,1475.51,4980.55 ,-20.92,-48.2,-42.78,-5.42
2018/3/1,10779.1,10805.55,10709.69,10785.79,10778.98,10648.22,10849.33,-40.23%,-23.62%,-44.72%,74.06%,61.78%,53.41%,49.40%,1319.52,1300.05,1364.96,4951.75 ,-28.8,-43.45,-42.91,-0.54
2018/3/2,10719.29,10719.29,10638.98,10698.17,10786.14,10662.89,10826.63,-75.60%,-32.01%,-52.84%,72.03%,65.19%,44.70%,45.57%,1113.38,1266.31,1300.56,4795.99 ,-155.76,-45.86,-43.5,-2.36
2018/3/5,10727.45,10756.37,10642.9,10642.9,10755.81,10674.32,10800.48,-98.69%,-39.39%,-57.07%,62.51%,64.30%,39.79%,43.25%,1136.9,1237.95,1292.5,4693.86 ,-102.13,-48.61,-44.53,-4.09
2018/3/6,10711.15,10784.34,10711.15,10784.34,10745.33,10715.58,10782.34,-51.37%,-20.51%,-43.69%,61.47%,63.36%,54.98%,50.29%,1126.79,1218.8,1253.18,4731.17 ,37.31,-42.65,-44.15,1.5
2018/3/7,10762.99,10818.05,10745.32,10745.32,10731.3,10748.01,10758.51,-64.43%,-25.72%,-45.63%,54.07%,60.26%,50.74%,48.48%,1233.54,1186.03,1266.12,4724.87 ,-6.3,-37.7,-42.86,5.16
2018/3/8,10788.43,10852.33,10788.43,10823.24,10738.79,10758.89,10745.84,-13.63%,-21.97%,-38.01%,56.59%,59.04%,58.42%,52.23%,1214.36,1164.99,1232.52,4715.35 ,-9.52,-28.74,-40.04,11.3
2018/3/9,10847.74,10882.76,10845.38,10864.82,10772.12,10779.13,10733.89,-7.36%,-19.33%,-33.95%,62.91%,60.33%,62.20%,54.17%,1250.67,1192.45,1229.38,4695.54 ,-19.8,-17.99,-35.63,17.64
2018/3/12,10908.99,11016.56,10908.99,11002.1,10843.96,10799.89,10725.98,-3.87%,-3.65%,-15.68%,74.00%,64.89%,72.20%,60.02%,1411.4,1247.35,1242.65,4819.25 ,123.71,0.05,-28.49,28.54
2018/3/13,11022.15,11095.63,11014.87,11095.63,10906.22,10825.78,10724.45,0.00%,0.00%,0.00%,82.67%,70.81%,77.14%,63.48%,1342.13,1290.42,1254.61,4896.10 ,76.85,21.6,-18.48,40.07
2018/3/14,11063.73,11070.29,11015.47,11038.8,10964.92,10848.11,10729.08,-16.22%,-12.44%,-6.27%,84.30%,75.31%,68.29%,60.03%,1200.81,1283.88,1234.95,4812.91 ,-83.19,35.48,-7.69,43.16
2018/3/15,11039.6,11052.11,11008.18,11018.45,11003.96,10871.38,10759.8,-25.12%,-16.90%,-8.51%,83.85%,78.15%,65.08%,58.79%,1129.5,1266.9,1215.95,4792.34 ,-20.57,44.63,2.78,41.85
2018/3/16,11010.24,11054.86,10933.46,11027.7,11036.54,10904.33,10783.61,-27.14%,-14.88%,-7.49%,83.34%,79.88%,65.95%,59.21%,1681.57,1353.08,1272.77,4807.98 ,15.64,50.22,12.27,37.95
2018/3/19,11004.81,11066,10983.25,11046.9,11045.5,10944.73,10809.53,-26.11%,-10.67%,-5.38%,84.26%,81.34%,67.95%,60.13%,1120.41,1294.89,1271.12,4830.81 ,22.83,56.01,21.01,35
2018/3/20,11016.85,11020.78,10981.04,11010.84,11028.54,10967.38,10841.48,-52.28%,-18.73%,-12.48%,80.31%,81.00%,60.02%,57.47%,1116.09,1249.68,1270.05,4832.53 ,1.72,57.53,28.32,29.21
2018/3/21,11037.35,11072.31,11011.07,11011.07,11022.99,10993.96,10870.98,-44.11%,-21.99%,-15.78%,75.61%,79.20%,60.05%,57.48%,1327.83,1275.08,1279.48,4826.32 ,-6.21,59.69,34.59,25.1
2018/3/22,11045.9,11120.2,10975.33,11005.84,11020.47,11012.22,10885.55,-61.24%,-30.51%,-22.90%,65.69%,74.70%,58.63%,57.05%,1498.01,1348.78,1307.84,4857.75 ,31.42,60.74,39.82,20.92
2018/3/23,10863.67,10863.67,10758.06,10823.33,10979.6,11008.07,10893.6,-81.98%,-81.98%,-61.69%,49.80%,66.40%,29.38%,44.29%,1497.67,1312,1332.54,4795.11 ,-62.63,44.15,40.69,3.46
2018/3/26,10783.57,10840.05,10781.43,10840.05,10938.23,10991.86,10895.87,-77.36%,-77.36%,-58.22%,40.75%,57.85%,33.05%,45.51%,1207.7,1329.46,1312.17,4706.05 ,-89.06,31.3,38.81,-7.51
2018/3/27,10901.69,10986.79,10901.69,10986.79,10933.42,10980.98,10903.38,-36.84%,-36.84%,-27.72%,48.22%,54.64%,56.74%,54.94%,1313.34,1368.91,1309.29,4731.47 ,25.42,32.06,37.46,-5.4
2018/3/28,10939.97,10939.97,10853.48,10865.66,10904.33,10963.66,10905.89,-70.29%,-70.29%,-52.89%,42.05%,50.44%,42.01%,47.53%,1178.17,1338.98,1307.03,4637.28 ,-94.2,25.56,35.08,-9.52
2018/3/29,10855.66,10889.6,10815.46,10845.92,10872.35,10946.41,10908.89,-75.74%,-75.74%,-57.00%,36.12%,45.67%,39.99%,46.42%,1177.37,1274.85,1311.82,4512.22 ,-125.06,17.63,31.59,-13.96
2018/3/30,10905.3,10969.22,10905.3,10906.22,10888.93,10934.26,10919.3,-35.22%,-59.09%,-44.83%,37.72%,43.02%,49.01%,50.30%,1150.1,1205.33,1258.67,4531.79 ,19.57,17,28.67,-11.67
2018/3/31,10925.71,10947.16,10905.69,10919.49,10904.82,10921.52,10933.13,-32.77%,-55.42%,-49.07%,40.00%,42.01%,50.96%,51.14%,767.79,1117.35,1223.41,4531.14 ,-0.65,16.41,26.22,-9.81
2018/4/2,10936.26,10969.88,10882.05,10888.27,10885.11,10909.26,10938.32,-57.50%,-64.04%,-61.87%,38.65%,40.89%,46.00%,49.00%,1033.01,1061.29,1215.1,4510.05 ,-21.09,14.49,23.87,-9.38
2018/4/3,10837.54,10837.54,10775.45,10821.53,10876.29,10890.31,10942.13,-76.30%,-82.47%,-82.47%,35.02%,38.94%,36.81%,44.63%,1172.2,1060.09,1199.53,4421.02 ,-89.03,5.4,20.18,-14.78
2018/4/9,10880.14,10904.75,10829.02,10893.53,10885.81,10879.08,10945.65,-39.27%,-62.59%,-62.59%,41.97%,39.95%,49.80%,49.89%,1323.86,1089.39,1182.12,4411.39 ,-9.63,3.5,16.84,-13.35
2018/4/10,10885.64,10975.67,10874.83,10927.18,10890,10889.46,10948.77,-24.22%,-53.30%,-53.30%,51.91%,43.94%,54.98%,52.20%,1441.78,1147.73,1176.53,4428.87 ,17.48,5.63,14.6,-8.97
2018/4/11,10961.7,11016.35,10953.31,10974.02,10900.91,10902.86,10947.36,-17.57%,-16.39%,-40.37%,62.08%,49.98%,61.61%,55.34%,1300.18,1254.21,1185.78,4422.84 ,-6.03,11.49,13.98,-2.49
2018/4/12,10984.12,11008.2,10920.62,10955.29,10914.31,10899.71,10940.34,-25.35%,-25.35%,-45.54%,66.27%,55.41%,57.55%,53.80%,1108.34,1269.27,1165.28,4357.53 ,-65.31,14.39,14.06,0.33
2018/4/13,10975.58,10988.23,10938.37,10965.39,10943.08,10909.68,10936.67,-21.15%,-21.15%,-42.75%,70.46%,60.43%,59.28%,54.54%,1258.11,1286.45,1173.27,4335.20 ,-22.33,16.85,14.62,2.23
2018/4/16,10962.36,10974.94,10921.17,10954.55,10955.29,10920.55,10933.48,-32.99%,-25.65%,-45.74%,71.76%,64.21%,56.31%,53.53%,1270.95,1275.87,1182.63,4307.21 ,-27.99,17.55,15.2,2.34
2018/4/17,10953.51,10965.2,10799.07,10810.45,10931.94,10910.97,10922.62,-94.76%,-85.47%,-85.53%,52.68%,60.37%,31.30%,42.21%,1539.87,1295.49,1221.61,4215.10 ,-92.11,9.52,14.07,-4.55
2018/4/18,10842.88,10917.6,10809.89,10847.89,10906.71,10903.81,10912.67,-77.53%,-69.93%,-75.19%,45.14%,55.29%,39.66%,45.48%,1486.87,1332.83,1293.52,4197.45 ,-17.65,3.88,12.03,-8.15
2018/4/19,10891.66,10983.96,10889.71,10971.22,10909.9,10912.11,10910.68,-17.68%,-18.73%,-41.14%,56.51%,55.70%,59.25%,54.69%,1557.3,1422.62,1345.95,4255.15 ,57.7,7.25,11.07,-3.82
2018/4/20,10802.42,10831.56,10770.05,10779.38,10872.7,10907.89,10899.1,-95.72%,-96.21%,-94.11%,38.93%,50.11%,36.89%,42.51%,1580.59,1487.12,1386.78,4046.92 ,-208.23,-3.27,8.2,-11.47
2018/4/23,10756.89,10774.73,10687.25,10697.13,10821.21,10888.25,10883.66,-96.67%,-97.00%,-97.00%,26.96%,42.39%,30.89%,38.50%,1370.1,1506.95,1391.41,3924.54 ,-122.38,-17.54,3.05,-20.6
2018/4/24,10680.38,10692.19,10540.15,10579.5,10775.02,10853.48,10871.47,-91.13%,-91.74%,-91.74%,20.77%,35.19%,24.15%,33.56%,1603.74,1519.72,1407.6,3846.92 ,-77.63,-37.79,-5.12,-32.68
2018/4/25,10541.83,10573.73,10489.2,10559.97,10717.44,10812.08,10857.47,-85.70%,-86.57%,-86.57%,18.58%,29.65%,23.15%,32.79%,1367.77,1495.9,1414.36,3772.55 ,-74.36,-57.39,-15.57,-41.82
2018/4/26,10583.08,10618.68,10478.98,10488.58,10620.91,10765.41,10832.56,-98.10%,-98.21%,-98.21%,13.02%,24.11%,19.57%,30.07%,1413.87,1467.21,1444.92,3719.24 ,-53.32,-74.24,-27.3,-46.93
2018/4/27,10546.29,10573.61,10495.67,10553.43,10575.72,10724.21,10816.95,-78.88%,-85.93%,-86.15%,13.59%,20.60%,31.16%,35.39%,1200.26,1391.15,1439.13,3711.36 ,-7.88,-84.57,-38.76,-45.82
2018/4/30,10553.41,10660.61,10539.63,10657.88,10567.87,10694.54,10807.55,-39.51%,-64.87%,-66.71%,20.87%,20.69%,46.16%,43.00%,1190.39,1355.2,1431.07,3711.30 ,-0.05,-84.93,-47.99,-36.94
2018/5/2,10665.52,10683.9,10601.1,10618.81,10575.73,10675.38,10793.17,-34.42%,-72.31%,-73.98%,23.14%,21.51%,42.05%,41.03%,1290.79,1292.61,1406.17,3650.68 ,-60.62,-84.11,-55.22,-28.89
2018/5/3,10578.98,10578.98,10509.03,10514.18,10566.58,10642.01,10772.91,-82.82%,-93.03%,-93.45%,18.76%,20.59%,32.69%,36.18%,1243.98,1267.85,1381.88,3542.64 ,-108.04,-90.61,-62.29,-28.32
2018/5/4,10516.45,10566.37,10500.97,10529.37,10574.73,10597.82,10754.96,-75.41%,-90.02%,-90.62%,18.18%,19.79%,35.20%,37.35%,1208.28,1226.74,1346.98,3509.75 ,-32.89,-94.48,-68.73,-25.75
2018/5/7,10581.78,10632.62,10555.56,10604.91,10585.03,10580.38,10744.13,-41.96%,-75.06%,-76.57%,31.81%,23.80%,47.01%,43.03%,1260.47,1238.78,1314.96,3484.79 ,-24.97,-91.01,-73.19,-17.82
2018/5/8,10610.44,10691.38,10609.04,10691.38,10591.73,10579.8,10734.03,0.00%,-39.76%,-60.47%,54.54%,34.04%,57.61%,48.83%,1336.92,1268.09,1311.64,3481.32 ,-3.47,-81.56,-74.86,-6.7
2018/5/9,10692.89,10748.6,10689.81,10703.35,10608.64,10592.19,10722.83,-18.27%,-24.14%,-58.25%,64.10%,44.06%,58.98%,49.60%,1357.42,1281.41,1287.01,3487.68 ,6.37,-70.01,-73.89,3.88
2018/5/10,10731.68,10782.06,10731.68,10760.21,10657.84,10612.21,10712.14,-7.77%,-7.21%,-46.86%,73.52%,53.88%,65.34%,53.26%,1392.77,1311.17,1289.51,3514.95 ,27.27,-56.38,-70.39,14.01
2018/5/11,10808.4,10874.63,10808.4,10858.98,10723.77,10649.25,10707.33,-4.19%,-3.96%,-25.38%,80.95%,62.91%,73.80%,58.92%,1657.63,1401.04,1313.89,3603.55 ,88.6,-37.75,-63.86,26.11
2018/5/14,10938.3,10970.24,10908.86,10952.39,10793.26,10689.15,10706.68,-4.30%,-3.63%,-6.25%,86.03%,70.62%,79.49%,63.48%,1454.18,1439.78,1339.28,3689.32 ,85.77,-15.09,-54.11,39.02
2018/5/15,10965.08,10978.38,10874.73,10874.73,10829.93,10710.83,10702.69,-28.06%,-21.47%,-21.63%,83.45%,74.89%,65.34%,57.67%,1542.62,1480.92,1374.5,3680.19 ,-9.13,-0.78,-43.44,42.66
2018/5/16,10873.54,10915.74,10865.07,10897.57,10868.78,10738.71,10707.04,-28.00%,-16.93%,-17.11%,83.33%,77.70%,67.39%,58.88%,1390,1487.44,1384.43,3683.55 ,3.36,9.92,-32.77,42.68
2018/5/17,10911.74,10938.63,10833.81,10833.81,10883.5,10770.67,10706.34,-58.60%,-30.28%,-29.73%,77.49%,77.63%,56.25%,54.18%,1339.39,1476.76,1393.97,3650.57 ,-32.98,15.47,-23.12,38.59
2018/5/18,10844.09,10893.35,10819.07,10830.84,10877.87,10800.82,10699.32,-86.80%,-30.90%,-29.54%,71.68%,75.65%,55.74%,53.96%,1278,1400.84,1400.94,3658.39 ,7.81,18.33,-14.83,33.16
2018/5/21,10861.66,10979.1,10861.66,10966.2,10880.63,10836.95,10708.66,-8.06%,-2.70%,-2.58%,79.63%,76.97%,70.50%,61.67%,1275.21,1365.04,1402.41,3689.25 ,30.87,28.32,-6.2,34.52
2018/5/22,10986.77,11034.12,10938.73,10938.73,10893.43,10861.68,10720.74,-44.36%,-19.93%,-17.18%,75.91%,76.62%,65.21%,59.46%,1346.5,1325.82,1403.37,3678.10 ,-11.15,37.36,2.51,34.85
2018/5/23,10974.52,10991.86,10886.18,10886.18,10891.15,10879.96,10736.08,-68.79%,-34.80%,-26.65%,62.09%,71.78%,55.61%,55.33%,1397.33,1327.29,1407.36,3656.15 ,-21.95,40.03,10.02,30.02
2018/5/24,10910.61,10942.64,10883.52,10936.93,10911.78,10897.64,10754.92,-45.19%,-28.23%,-17.51%,59.66%,67.74%,62.08%,58.38%,1276.85,1314.78,1395.77,3657.78 ,1.62,42.66,16.54,26.12
2018/5/25,10946.62,10977.81,10918.12,10942.3,10934.07,10905.97,10777.61,-42.70%,-30.36%,-17.05%,58.88%,64.78%,62.77%,58.70%,1289.91,1317.16,1359,3649.70 ,-8.08,45.84,22.4,23.43
2018/5/28,10976.49,10999.43,10965.18,10987.77,10938.38,10909.51,10799.33,-26.88%,-20.53%,-8.69%,65.40%,64.99%,68.57%,61.48%,1411.53,1344.42,1354.73,3667.48 ,17.78,50.99,28.12,22.87
2018/5/29,10979.68,10986.53,10929.56,10964.12,10943.46,10918.45,10814.64,-46.48%,-32.55%,-13.13%,66.08%,65.35%,62.49%,59.22%,1406.19,1356.36,1341.09,3612.30 ,-55.17,52.53,33,19.53
2018/5/30,10925.21,10925.21,10799.75,10821.17,10930.46,10910.81,10824.76,-89.27%,-90.86%,-39.94%,47.10%,59.27%,38.04%,47.67%,1636.34,1404.16,1365.73,3457.74 ,-154.56,43.63,35.13,8.5
2018/5/31,10856.03,10909.61,10853.65,10874.96,10918.06,10914.92,10842.8,-62.33%,-67.91%,-29.85%,42.10%,53.55%,47.34%,51.55%,2392.64,1627.32,1471.05,3428.99 ,-28.75,39.06,35.91,3.15
2018/6/1,10882.68,10954.67,10876.97,10949.08,10919.42,10926.74,10863.78,-25.22%,-36.28%,-17.77%,49.30%,52.13%,57.82%,56.41%,1413.33,1652.01,1484.58,3452.44 ,23.45,39.36,36.6,2.76
2018/6/4,11002.15,11109.5,11002.15,11109.5,10943.77,10941.07,10889.01,0.00%,0.00%,0.00%,66.20%,56.82%,72.18%,64.75%,1575.7,1684.84,1514.63,3529.20 ,76.76,51.13,39.51,11.62
2018/6/5,11130.03,11131.08,11054.62,11100.11,10970.96,10957.21,10909.45,-9.35%,-9.35%,-7.02%,74.35%,62.67%,70.50%,63.97%,1643.55,1732.31,1544.34,3552.20 ,23,60.87,43.78,17.09
2018/6/6,11111.14,11207.15,11111.14,11201.83,11047.1,10988.78,10934.37,-1.31%,-1.31%,-1.12%,82.47%,69.27%,77.37%,68.47%,1731.12,1751.27,1577.72,3657.00 ,104.79,74.51,49.93,24.58
2018/6/7,11228.64,11261.68,11188.99,11251.75,11122.45,11020.26,10958.95,-2.43%,-2.15%,-2.15%,87.59%,75.38%,80.10%,70.44%,1903.18,1653.37,1640.35,3710.06 ,53.06,88.98,57.74,31.24
2018/6/8,11243.59,11243.59,11122.98,11156.42,11163.92,11041.67,10973.82,-27.36%,-22.79%,-22.79%,84.13%,78.29%,62.75%,62.31%,1628.85,1696.48,1674.24,3673.36 ,-36.7,93.82,64.96,28.87
2018/6/11,11168.99,11186.67,11118.81,11149.23,11171.87,11057.82,10983.66,-43.33%,-24.34%,-24.34%,81.31%,79.30%,61.55%,61.72%,1563.06,1693.95,1689.4,3678.78 ,5.41,95.04,70.97,24.07
