Time,Start,Highest,Lowest,End,SMA5,SMA10,SMA20,WI6,WI12,WI20,"K(9,3)","D(9,3)",RSI 6,RSI 12,Trading volumn,MA5,MA10,Foreign investor,Net buy/sell,DIF12-26,MACD9,OSC
2018/11/23,9730.64,9738.8,9654.91,9667.3,9739.24,9771.87,9785.65,-84.08%,-87.16%,-62.51%,35.23%,43.20%,26.93%,35.61%,775.57,934.95,994.2,2312.58 ,1.26,-100.62,-118.49,17.87
2018/11/26,9679.98,9847.35,9679.98,9765.36,9726.58,9765.28,9798.1,-38.16%,-51.18%,-46.75%,43.73%,43.38%,50.09%,44.43%,911.05,930.65,993.53,2363.89 ,51.31,-93.51,-113.49,19.98
2018/11/27,9728.95,9781.4,9688.74,9778.62,9733.5,9765.56,9810.73,-31.99%,-37.44%,-55.41%,51.42%,46.06%,52.54%,45.53%,1018.92,946.42,981.93,2321.13 ,-42.75,-87.49,-108.29,20.81
2018/11/28,9774.03,9890.89,9767.14,9884.31,9762.06,9774.81,9814.84,-2.55%,-2.40%,-32.67%,66.76%,52.96%,67.67%,53.53%,1287.35,998.35,1005.93,2350.05 ,28.92,-73.8,-101.4,27.59
2018/11/29,9959.87,10001.85,9885.36,9885.36,9796.19,9780.7,9816.87,-33.58%,-31.54%,-32.41%,67.33%,57.75%,67.79%,53.60%,1442.5,1087.08,1051.71,2333.80 ,-16.25,-57.63,-92.64,35.01
2018/11/30,9899.24,9957.63,9888.03,9888.03,9840.34,9789.79,9815.94,-32.81%,-30.81%,-31.74%,67.95%,61.15%,68.16%,53.81%,1713.3,1274.62,1104.79,2337.32 ,3.52,-45.03,-83.12,38.09
2018/12/3,9979.21,10148.75,9979.21,10137.87,9914.84,9820.71,9828.34,-2.32%,-2.11%,-2.04%,77.93%,66.74%,86.05%,68.10%,1707.3,1433.88,1182.26,2394.23 ,56.91,-19.04,-70.3,51.26
2018/12/4,10120.43,10126.02,10061.7,10083.54,9975.82,9854.66,9841.27,-14.18%,-12.63%,-12.24%,80.89%,71.46%,75.05%,63.44%,1457.76,1521.64,1234.03,2356.94 ,-37.28,0.56,-56.13,56.69
2018/12/5,9971.98,9971.98,9895.29,9916.74,9982.31,9872.18,9841.69,-60.80%,-44.94%,-43.56%,71.60%,71.50%,51.01%,51.62%,1155.2,1495.21,1246.78,2265.09 ,-91.86,2.86,-44.33,47.2
2018/12/6,9850.08,9850.08,9664.75,9684.72,9942.18,9869.19,9828.66,-95.87%,-89.88%,-87.13%,49.11%,64.04%,33.24%,40.24%,1443.03,1495.32,1291.2,2057.57 ,-207.52,-11.65,-37.8,26.15
2018/12/7,9719.46,9785.2,9719.46,9760.88,9916.75,9878.54,9825.21,-80.14%,-78.54%,-72.83%,39.36%,55.81%,41.30%,44.61%,992.64,1351.18,1312.9,2006.19 ,-51.38,-20.05,-34.25,14.2
2018/12/10,9722.97,9722.97,9626.47,9647.54,9818.68,9866.76,9816.02,-95.97%,-95.97%,-94.11%,27.58%,46.40%,33.98%,39.88%,1004.98,1210.72,1322.3,1915.65 ,-90.54,-34.02,-34.2,0.18
2018/12/11,9661.72,9720.96,9661.72,9707.04,9743.38,9859.6,9812.58,-83.87%,-84.57%,-84.57%,23.53%,38.78%,40.61%,43.32%,928.03,1104.78,1313.21,1864.59 ,-51.06,-41.54,-35.67,-5.87
2018/12/12,9741.45,9835.56,9741.45,9816.45,9723.33,9852.82,9813.81,-45.01%,-63.62%,-63.62%,27.81%,35.12%,51.39%,49.17%,1024.01,1078.54,1286.88,1844.23 ,-20.36,-38.72,-36.28,-2.44
2018/12/13,9827.32,9871.96,9815.5,9858.76,9758.13,9850.16,9815.43,-5.38%,-55.52%,-55.52%,33.37%,34.54%,55.16%,51.29%,1138.88,1017.71,1256.51,1875.59 ,31.36,-32.17,-35.46,3.28
2018/12/14,9818.95,9818.95,9718.94,9774.16,9760.79,9838.77,9814.28,-39.84%,-71.72%,-71.72%,32.10%,33.72%,46.50%,47.01%,975.48,1014.28,1182.73,1807.59 ,-67.99,-33.04,-34.97,1.93
2018/12/17,9762.49,9826.88,9733.98,9787.53,9788.79,9803.74,9812.22,-34.39%,-69.16%,-69.16%,36.94%,34.80%,48.04%,47.76%,806.79,974.64,1092.68,1805.93 ,-1.67,-32.35,-34.45,2.1
2018/12/18,9756.46,9756.67,9701.1,9718.82,9791.14,9767.26,9810.96,-72.84%,-82.32%,-82.32%,37.16%,35.59%,40.77%,44.25%,967.17,982.47,1043.62,1749.33 ,-56.6,-36.24,-34.81,-1.43
2018/12/19,9720.92,9783.21,9720.92,9783.21,9784.5,9753.91,9813.05,-51.94%,-68.62%,-69.99%,46.06%,39.08%,49.39%,48.15%,913,960.26,1019.4,1772.28 ,22.95,-35.38,-34.92,-0.46
2018/12/20,9729.29,9741.55,9658.5,9674.52,9747.65,9752.89,9811.04,-92.50%,-86.09%,-90.80%,37.23%,38.46%,38.15%,42.65%,956.26,923.74,970.72,1707.03 ,-65.26,-40.71,-36.08,-4.63
2018/12/21,9648.98,9683.95,9585.32,9676.67,9728.15,9744.47,9811.51,-62.18%,-68.13%,-83.79%,35.44%,37.46%,38.48%,42.79%,1124.65,953.57,983.93,1669.72 ,-37.3,-46.95,-38.25,-8.7
2018/12/22,9639.24,9652.19,9625.31,9646.16,9699.88,9744.33,9805.55,-74.81%,-78.77%,-89.20%,30.70%,35.20%,35.25%,41.23%,387.13,869.64,922.14,1658.88 ,-10.84,-52.35,-41.07,-11.28
2018/12/24,9646.53,9658.95,9613.29,9639.7,9684.05,9737.6,9798.6,-72.52%,-81.03%,-90.35%,26.79%,32.40%,34.52%,40.88%,690.37,814.28,898.37,1632.97 ,-25.91,-56.35,-44.13,-12.22
2018/12/25,9559.7,9559.7,9479.06,9527.09,9632.83,9708.66,9780.74,-84.21%,-87.78%,-92.83%,22.47%,29.09%,24.03%,35.25%,736.21,778.92,869.59,1583.27 ,-49.7,-67.99,-48.9,-19.09
2018/12/26,9544.87,9591.91,9473.3,9478.99,9593.72,9670.69,9760.42,-97.88%,-98.57%,-99.16%,15.51%,24.56%,20.80%,33.13%,696.21,726.91,825.33,1557.85 ,-25.42,-77.73,-54.67,-23.06
2018/12/27,9555.01,9670.97,9555.01,9641.56,9586.7,9657.43,9748.1,-20.12%,-57.79%,-75.09%,28.44%,25.86%,48.78%,45.29%,820.31,666.04,809.81,1634.11 ,76.25,-74.78,-58.69,-16.09
2018/12/28,9649.97,9727.41,9630.77,9727.41,9602.95,9651.41,9727.57,0.00%,-28.13%,-61.07%,46.29%,32.67%,58.15%,50.47%,748.21,738.26,803.95,1667.94 ,33.83,-65.56,-60.06,-5.49
2019/1/2,9725.27,9737.68,9542.52,9554.14,9585.84,9634.95,9701.1,-69.42%,-77.14%,-83.79%,40.91%,35.41%,40.30%,41.76%,725.48,745.28,779.78,1572.68 ,-95.26,-66.05,-61.26,-4.79
2019/1/3,9494.25,9554.53,9474.47,9492.42,9578.9,9605.87,9679.89,-92.77%,-93.83%,-95.20%,29.68%,33.50%,35.62%,39.13%,910.94,780.23,779.58,1483.91 ,-88.77,-73.16,-63.64,-9.52
2019/1/4,9427.24,9427.24,9319.28,9382.51,9559.61,9576.67,9664.78,-84.89%,-86.37%,-88.56%,24.83%,30.61%,28.54%,34.87%,1080.08,857,791.96,1391.05 ,-92.87,-87.91,-68.49,-19.41
2019/1/7,9460.2,9596.35,9460.2,9590.3,9549.36,9568.03,9656.25,-35.22%,-35.82%,-50.96%,38.14%,33.12%,50.74%,46.81%,935.83,880.11,773.08,1473.38 ,82.34,-83.99,-71.59,-12.4
2019/1/8,9591.56,9600.94,9547.63,9563.6,9516.59,9559.77,9652.05,-41.61%,-41.61%,-55.79%,44.89%,37.04%,48.42%,45.64%,786.24,887.71,812.99,1463.85 ,-9.54,-79.19,-73.11,-6.08
2019/1/9,9584.63,9741.64,9584.63,9738.31,9553.43,9569.63,9653.62,-0.79%,-0.79%,-24.18%,63.00%,45.70%,62.05%,53.89%,1287.71,1000.16,872.72,1584.94 ,121.1,-64.02,-71.29,7.27
2019/1/10,9731.11,9731.11,9683.2,9720.69,9599.08,9588.99,9648.83,-4.96%,-4.96%,-27.37%,73.68%,55.02%,60.13%,53.00%,893.12,996.6,888.41,1577.49 ,-7.45,-50.35,-67.11,16.75
2019/1/11,9753.63,9796.98,9736,9759.4,9674.46,9617.03,9643.86,-7.87%,-7.87%,-13.29%,79.83%,63.29%,63.14%,54.78%,953.36,971.25,914.13,1636.20 ,58.71,-35.16,-60.72,25.56
2019/1/14,9737.67,9762.37,9677.49,9708.22,9698.04,9623.7,9640.56,-26.36%,-18.58%,-23.38%,80.36%,68.98%,56.38%,51.95%,727.74,929.63,904.87,1594.14 ,-42.06,-26.75,-53.92,27.17
2019/1/15,9701.93,9806.04,9701.93,9806.04,9746.53,9631.56,9641.49,0.00%,0.00%,0.00%,86.91%,74.96%,64.98%,56.63%,1005.03,973.39,930.55,1685.23 ,91.09,-14.6,-46.06,31.46
2019/1/16,9781.35,9803.99,9763.81,9763.81,9751.63,9652.53,9643.74,-19.07%,-8.68%,-8.68%,88.38%,79.43%,58.96%,54.14%,960.69,907.99,954.07,1671.51 ,-13.71,-5.41,-37.93,32.52
2019/1/17,9773.31,9826.25,9759.51,9789.15,9765.32,9682.2,9644.03,-24.94%,-7.32%,-7.32%,88.87%,82.58%,61.52%,55.42%,931.11,915.59,956.09,1683.34 ,11.83,3.23,-29.7,32.93
2019/1/18,9781.39,9842.8,9771.15,9836.06,9780.66,9727.56,9652.11,-4.08%,-1.29%,-1.29%,91.82%,85.66%,66.22%,57.80%,979.21,920.76,946,1733.50 ,50.16,12.39,-21.28,33.67
2019/1/21,9870.27,9919.94,9870.27,9889.4,9816.89,9757.47,9662.75,-12.60%,-5.08%,-5.08%,91.51%,87.61%,71.04%,60.42%,939.04,963.02,946.33,1787.47 ,53.97,25.07,-12.01,37.08
2019/1/22,9880.54,9894.66,9855.47,9894.66,9834.62,9790.57,9675.17,-11.60%,-5.50%,-4.21%,90.87%,88.70%,71.52%,60.69%,790.11,920.03,946.71,1798.73 ,11.26,34.13,-2.78,36.91
2019/1/23,9869.54,9873.39,9828.03,9846.4,9851.13,9801.38,9685.51,-45.84%,-19.75%,-12.24%,83.80%,87.06%,60.46%,56.91%,675.5,863,885.49,1807.08 ,8.35,37.94,5.36,32.58
2019/1/24,9865,9892.82,9847.32,9877.12,9868.73,9817.03,9703.01,-26.69%,-12.77%,-7.13%,83.31%,85.81%,64.64%,58.69%,860.42,848.86,882.22,1828.25 ,21.17,42.49,12.79,29.7
2019/1/25,9923.39,9980.08,9918.21,9969.61,9895.44,9838.05,9727.54,-5.01%,-3.46%,-1.58%,87.62%,86.42%,74.40%,63.64%,1137.89,880.59,900.67,1986.23 ,157.98,52.42,20.71,31.7
2019/1/28,10006.46,10020.6,9990.07,10013.33,9920.22,9868.56,9746.13,-3.78%,-2.12%,-1.04%,90.82%,87.88%,77.87%,65.76%,956.3,884.04,923.53,2046.92 ,60.69,63.58,29.29,34.29
2019/1/29,9944.71,9952.34,9893.96,9931.59,9927.61,9881.11,9756.34,-46.22%,-25.94%,-12.69%,82.52%,86.09%,59.72%,58.78%,903.37,906.7,913.36,2029.37 ,-17.55,65.06,36.44,28.62
2019/1/30,9915.97,9959.03,9909.81,9932.26,9944.78,9897.96,9775.24,-45.87%,-27.72%,-12.60%,76.54%,82.91%,59.82%,58.82%,1032.15,978.03,920.51,2037.50 ,8.13,65.96,42.35,23.61
2019/2/11,10029.84,10065.52,9988.83,10004.25,9970.21,9919.47,9800.84,-28.08%,-20.02%,-8.21%,75.76%,80.53%,68.97%,62.94%,1347.92,1075.53,962.19,2167.99 ,130.49,72.48,48.37,24.11
2019/2/12,10032.08,10100.23,10032.08,10097.74,9995.83,9945.64,9836.6,-1.21%,-0.73%,-0.39%,83.53%,81.53%,77.09%,67.54%,1251.27,1098.2,989.4,2260.21 ,92.22,82.05,55.11,26.94
2019/2/13,10123.61,10140.98,10074.34,10090.58,10011.28,9965.75,9861.61,-20.40%,-13.63%,-8.49%,83.65%,82.24%,75.28%,66.85%,1405.19,1187.98,1036.01,2294.15 ,33.94,89.98,62.08,27.9
2019/2/14,10095.99,10135.62,10082,10089.01,10042.77,9985.19,9887.88,-21.04%,-16.61%,-9.34%,83.20%,82.56%,74.82%,66.68%,1136.23,1234.55,1070.62,2285.62 ,-8.53,95.15,68.7,26.46
2019/2/15,10111.18,10135.16,10055.5,10064.78,10069.27,10007.03,9904.21,-32.96%,-24.35%,-16.44%,78.52%,81.21%,67.17%,64.04%,1140.28,1256.18,1117.1,2233.31 ,-52.31,96.62,74.28,22.34
2019/2/18,10096.94,10165.77,10096.94,10145.28,10097.48,10033.84,9925.43,-11.58%,-6.07%,-4.20%,83.17%,81.86%,76.68%,68.55%,1079.18,1202.43,1138.98,2283.07 ,49.76,101.31,79.69,21.62
2019/2/19,10152.11,10173.47,10143.15,10152.26,10108.38,10052.11,9945.08,-15.00%,-6.50%,-4.28%,86.25%,83.33%,77.36%,68.92%,1053.13,1162.8,1130.5,2297.62 ,14.55,105.19,84.79,20.4
2019/2/20,10181.94,10272.46,10181.94,10272.46,10144.76,10078.02,9973.29,0.00%,0.00%,0.00%,90.83%,85.83%,85.89%,74.54%,1344.67,1150.7,1169.34,2406.05 ,108.44,114.57,90.74,23.82
2019/2/21,10282.32,10319.53,10256.53,10319.53,10190.86,10116.82,9998.96,0.00%,0.00%,0.00%,93.89%,88.51%,88.01%,76.36%,1249.99,1173.45,1204,2454.53 ,48.48,124.91,97.58,27.34
2019/2/22,10309.02,10322.92,10269.95,10322.92,10242.49,10155.88,10026.92,0.00%,0.00%,0.00%,95.93%,90.99%,88.16%,76.49%,1175.74,1180.54,1218.36,2467.33 ,12.8,132.07,104.48,27.59
2019/2/25,10343.45,10390.93,10343.45,10390.93,10291.62,10194.55,10057.01,0.00%,0.00%,0.00%,97.28%,93.08%,90.96%,79.06%,1354.27,1235.56,1219,2591.18 ,123.85,141.7,111.92,29.78
2019/2/26,10403.03,10416.91,10368.86,10391.55,10339.48,10223.93,10084.78,-9.26%,-5.92%,-4.31%,95.85%,94.01%,90.98%,79.08%,1407.14,1306.36,1234.58,2639.49 ,48.31,148.68,119.27,29.41
2019/2/27,10385.81,10403.05,10343.56,10389.17,10362.82,10253.79,10109.77,-11.81%,-7.21%,-4.71%,94.67%,94.23%,89.91%,78.72%,1375.61,1312.55,1231.62,2684.73 ,45.24,151.59,125.74,25.85
2019/3/4,10385.25,10402.39,10313.18,10349.88,10368.89,10279.88,10132.53,-41.79%,-18.55%,-11.38%,89.47%,92.64%,72.97%,72.80%,1411.4,1344.83,1259.14,2679.84 ,-4.89,149.94,130.58,19.37
2019/3/5,10323.25,10334.34,10295.44,10305.26,10365.36,10303.92,10155.48,-75.97%,-30.89%,-19.60%,79.38%,88.22%,58.06%,66.59%,1060.44,1321.77,1251.16,2609.56 ,-70.28,143.46,133.15,10.31
2019/3/6,10328.18,10359.12,10327.9,10357.15,10358.6,10325.11,10179.48,-49.20%,-16.54%,-11.43%,77.78%,84.74%,67.36%,69.85%,1013.92,1253.7,1244.63,2634.71 ,25.14,139.96,134.51,5.44
2019/3/7,10359.47,10367.98,10299.46,10311.68,10342.63,10341.05,10196.58,-86.63%,-32.89%,-20.12%,63.31%,77.60%,54.62%,63.89%,1088.24,1189.92,1248.14,2602.19 ,-32.51,133.41,134.29,-0.88
2019/3/8,10274.28,10274.28,10204.21,10241.75,10313.14,10337.98,10208,-81.12%,-63.98%,-33.49%,48.09%,67.76%,40.49%,55.89%,1057.83,1126.36,1219.46,2491.84 ,-110.35,120.2,131.48,-11.27
2019/3/11,10224.27,10269.3,10214.02,10250.28,10293.22,10331.06,10223.94,-76.75%,-70.92%,-32.86%,39.28%,58.27%,42.66%,56.61%,941.75,1032.43,1188.63,2388.27 ,-103.57,108.93,126.97,-18.04
2019/3/12,10294.37,10382.12,10294.37,10343.33,10300.84,10333.1,10244.49,-21.80%,-34.59%,-17.19%,47.99%,54.84%,61.20%,63.69%,1111.36,1042.62,1182.2,2419.05 ,30.78,106.41,122.85,-16.44
2019/3/13,10331.27,10373.32,10331.27,10373.32,10304.07,10331.34,10262.94,-4.95%,-20.49%,-11.33%,60.34%,56.68%,65.51%,65.66%,973.6,1034.56,1144.13,2442.23 ,23.18,104.98,119.28,-14.3
2019/3/14,10391.3,10407.27,10339.64,10348.65,10311.47,10327.05,10275.49,-28.87%,-32.09%,-18.89%,63.94%,59.10%,59.03%,62.61%,1155.97,1048.1,1119.01,2419.99 ,-22.24,102.53,115.93,-13.4
2019/3/15,10374.66,10439.24,10370,10439.24,10350.96,10332.05,10292.92,0.00%,0.00%,0.00%,75.96%,64.72%,71.46%,68.48%,1545.54,1145.64,1136,2475.63 ,55.63,104.3,113.6,-9.31
2019/3/18,10455.19,10512.7,10445.74,10512.7,10403.45,10348.34,10314.11,0.00%,0.00%,0.00%,83.97%,71.14%,77.97%,72.32%,1167.99,1190.89,1111.66,2528.15 ,52.52,110.4,112.96,-2.57
2019/3/19,10497.4,10525.6,10484.69,10512.32,10437.25,10369.04,10336.48,-5.74%,-4.13%,-3.10%,87.94%,76.74%,77.86%,72.27%,1185.9,1205.8,1124.21,2525.90 ,-2.25,114.94,113.36,1.58
2019/3/20,10529.3,10556.81,10506.96,10551.56,10472.89,10388.48,10356.8,-2.33%,-1.49%,-1.27%,91.46%,81.65%,81.16%,74.26%,1193.06,1249.69,1142.12,2581.85 ,55.95,119.82,114.65,5.17
2019/3/21,10563.93,10612.34,10551.67,10609.55,10525.07,10418.27,10379.66,-1.02%,-0.68%,-0.65%,94.07%,85.79%,85.10%,76.94%,1128.72,1244.24,1146.17,2680.94 ,99.09,126.58,117.04,9.55
2019/3/22,10642.57,10667.94,10589.47,10639.07,10565.04,10458,10397.99,-9.69%,-6.23%,-6.23%,93.47%,88.35%,86.78%,78.19%,1317.95,1198.73,1172.18,2709.42 ,28.48,133.49,120.33,13.16
2019/3/25,10535.12,10535.12,10458.79,10479.48,10558.4,10480.92,10405.99,-84.82%,-40.64%,-40.64%,76.99%,84.56%,50.03%,59.17%,1095.23,1184.17,1187.53,2657.59 ,-51.83,125.75,121.41,4.34
2019/3/26,10506.68,10559.2,10506.68,10559.2,10567.77,10502.51,10417.8,-51.99%,-23.96%,-23.45%,73.62%,80.92%,60.15%,63.95%,1053.36,1157.66,1181.73,2655.92 ,-1.68,122.87,121.7,1.17
2019/3/27,10542.68,10556.75,10515.86,10542.7,10566,10519.45,10425.39,-59.88%,-33.53%,-27.01%,68.40%,76.74%,57.27%,62.30%,1054.86,1130.02,1189.86,2635.83 ,-20.08,118.69,121.1,-2.41
2019/3/28,10529.02,10536.26,10499.29,10536.26,10551.34,10538.21,10432.63,-62.96%,-39.11%,-28.40%,59.18%,70.89%,56.01%,61.63%,906.28,1085.54,1164.89,2636.30 ,0.47,113.07,119.49,-6.42
2019/3/29,10551.99,10641.04,10525.27,10641.04,10551.74,10558.39,10445.22,-12.86%,-8.19%,-5.80%,68.50%,70.09%,69.20%,67.82%,1237.99,1069.54,1134.13,2701.58 ,65.28,114.16,118.43,-4.26
2019/4/1,10714.68,10735.07,10627.01,10642.63,10584.37,10571.38,10459.86,-33.46%,-25.32%,-17.41%,67.85%,69.34%,69.37%,67.91%,1544.23,1159.34,1171.76,2792.92 ,91.34,117.69,118.28,-0.59
2019/4/2,10695.47,10728.38,10685.1,10690.3,10610.59,10589.18,10479.11,-18.99%,-15.47%,-8.43%,73.16%,70.62%,74.37%,70.48%,1354.11,1219.5,1188.58,2872.94 ,80.02,122.03,119.03,3
2019/4/3,10725.17,10741.56,10690.23,10704.38,10642.92,10604.46,10496.47,-15.35%,-13.15%,-6.92%,77.73%,72.99%,75.78%,71.22%,1179.65,1244.45,1187.24,2901.29 ,28.35,124.97,120.22,4.75
2019/4/8,10759.96,10807.05,10759.96,10800.57,10695.78,10623.56,10520.92,-2.11%,-1.86%,-1.07%,84.53%,76.83%,83.28%,75.77%,1601.56,1383.51,1234.52,2969.26 ,67.97,132.39,122.65,9.73
2019/4/9,10805.39,10851.6,10793.77,10851.6,10737.9,10644.82,10551.41,0.00%,0.00%,0.00%,89.69%,81.12%,86.04%,77.80%,1396.55,1415.22,1242.38,3020.89 ,51.63,140.28,126.18,14.1
2019/4/10,10839.93,10875.65,10815.61,10868.14,10783,10683.68,10582.3,-3.02%,-1.80%,-1.29%,92.46%,84.90%,86.88%,78.44%,1314.67,1369.31,1264.33,3018.82 ,-2.07,146.45,130.23,16.21
2019/4/11,10869.24,10887.12,10797.76,10808.77,10806.69,10708.64,10605.57,-38.78%,-18.29%,-14.10%,88.24%,86.01%,68.98%,70.50%,1403.97,1379.28,1299.39,2965.68 ,-53.14,147.11,133.61,13.5
2019/4/12,10820.94,10836.44,10782.02,10805.3,10826.88,10734.9,10627.17,-41.56%,-21.10%,-14.94%,84.62%,85.55%,68.00%,70.04%,1210.2,1385.39,1314.92,2981.28 ,15.6,144.49,135.79,8.71
